,source,target,delta,month
517,1228220,1228214,"{'4': 0, '2': 0}",22
518,1228220,1228214,"{'4': 0, '2': 0}",23
519,1228220,1228214,"{'4': 0, '2': 0}",24
520,1228220,1228215,"{'4': 0, '2': 0}",1
521,1228220,1228215,"{'4': 0, '2': 0}",2
522,1228220,1228215,"{'4': 0, '2': 0}",3
523,1228220,1228215,"{'4': 0, '2': 0}",4
524,1228220,1228215,"{'4': 0, '2': 0}",5
525,1228220,1228215,"{'4': 0, '2': 0}",6
526,1228220,1228215,"{'4': 0, '2': 0}",7
527,1228220,1228215,"{'4': 0, '2': 0}",8
528,1228220,1228215,"{'4': 0, '2': 0}",9
529,1228220,1228215,"{'4': 0, '2': 0}",10
530,1228220,1228215,"{'4': 0, '2': 0}",11
531,1228220,1228215,"{'4': 0, '2': 0}",12
532,1228220,1228215,"{'4': 0, '2': 0}",13
533,1228220,1228215,"{'4': 0, '2': 0}",14
534,1228220,1228215,"{'4': 0, '2': 0}",15
535,1228220,1228215,"{'4': 0, '2': 0}",16
536,1228220,1228215,"{'4': 0, '2': 0}",17
537,1228220,1228215,"{'4': 0, '2': 0}",18
538,1228220,1228215,"{'4': 0, '2': 0}",19
539,1228220,1228215,"{'4': 0, '2': 0}",20
540,1228220,1228215,"{'4': 0, '2': 0}",21
541,1228220,1228215,"{'4': 0, '2': 0}",22
542,1228220,1228215,"{'4': 0, '2': 0}",23
543,1228220,1228215,"{'4': 0, '2': 0}",24
544,1228220,1228216,"{'4': 0, '2': 0}",1
545,1228220,1228216,"{'4': 0, '2': 0}",2
546,1228220,1228216,"{'4': 0, '2': 0}",3
547,1228220,1228216,"{'4': 0, '2': 0}",4
548,1228220,1228216,"{'4': 0, '2': 0}",5
549,1228220,1228216,"{'4': 0, '2': 0}",6
550,1228220,1228216,"{'4': 0, '2': 0}",7
551,1228220,1228216,"{'4': 0, '2': 0}",8
552,1228220,1228216,"{'4': 0, '2': 0}",9
553,1228220,1228216,"{'4': 0, '2': 0}",10
554,1228220,1228216,"{'4': 0, '2': 0}",11
555,1228220,1228216,"{'4': 0, '2': 0}",12
556,1228220,1228216,"{'4': 0, '2': 0}",13
557,1228220,1228216,"{'4': 0, '2': 0}",14
558,1228220,1228216,"{'4': 0, '2': 0}",15
559,1228220,1228216,"{'4': 0, '2': 0}",16
560,1228220,1228216,"{'4': 0, '2': 0}",17
561,1228220,1228216,"{'4': 0, '2': 0}",18
562,1228220,1228216,"{'4': 0, '2': 0}",19
563,1228220,1228216,"{'4': 0, '2': 0}",20
564,1228220,1228216,"{'4': 0, '2': 0}",21
565,1228220,1228216,"{'4': 0, '2': 0}",22
566,1228220,1228216,"{'4': 0, '2': 0}",23
567,1228220,1228216,"{'4': 0, '2': 0}",24
568,1228220,1228217,"{'4': 0, '2': 0}",1
569,1228220,1228217,"{'4': 0, '2': 0}",2
570,1228220,1228217,"{'4': 0, '2': 0}",3
571,1228220,1228217,"{'4': 0, '2': 0}",4
572,1228220,1228217,"{'4': 0, '2': 0}",5
573,1228220,1228217,"{'4': 0, '2': 0}",6
574,1228220,1228217,"{'4': 0, '2': 0}",7
575,1228220,1228217,"{'4': 0, '2': 0}",8
576,1228220,1228217,"{'4': 0, '2': 0}",9
577,1228220,1228217,"{'4': 0, '2': 0}",10
578,1228220,1228217,"{'4': 0, '2': 0}",11
579,1228220,1228217,"{'4': 0, '2': 0}",12
580,1228220,1228217,"{'4': 0, '2': 0}",13
581,1228220,1228217,"{'4': 0, '2': 0}",14
582,1228220,1228217,"{'4': 0, '2': 0}",15
583,1228220,1228217,"{'4': 0, '2': 0}",16
584,1228220,1228217,"{'4': 0, '2': 0}",17
585,1228220,1228217,"{'4': 0, '2': 0}",18
586,1228220,1228217,"{'4': 0, '2': 0}",19
587,1228220,1228217,"{'4': 0, '2': 0}",20
588,1228220,1228217,"{'4': 0, '2': 0}",21
589,1228220,1228217,"{'4': 0, '2': 0}",22
590,1228220,1228217,"{'4': 0, '2': 0}",23
591,1228220,1228217,"{'4': 0, '2': 0}",24
592,1228220,1228218,"{'4': 0, '2': 0}",1
593,1228220,1228218,"{'4': 0, '2': 0}",2
594,1228220,1228218,"{'4': 0, '2': 0}",3
595,1228220,1228218,"{'4': 0, '2': 0}",4
596,1228220,1228218,"{'4': 0, '2': 0}",5
597,1228220,1228218,"{'4': 0, '2': 0}",6
598,1228220,1228218,"{'4': 0, '2': 0}",7
599,1228220,1228218,"{'4': 0, '2': 0}",8
600,1228220,1228218,"{'4': 0, '2': 0}",9
601,1228220,1228218,"{'4': 0, '2': 0}",10
602,1228220,1228218,"{'4': 0, '2': 0}",11
603,1228220,1228218,"{'4': 0, '2': 0}",12
604,1228220,1228218,"{'4': 0, '2': 0}",13
605,1228220,1228218,"{'4': 0, '2': 0}",14
606,1228220,1228218,"{'4': 0, '2': 0}",15
607,1228220,1228218,"{'4': 0, '2': 0}",16
608,1228220,1228218,"{'4': 0, '2': 0}",17
609,1228220,1228218,"{'4': 0, '2': 0}",18
610,1228220,1228218,"{'4': 0, '2': 0}",19
611,1228220,1228218,"{'4': 0, '2': 0}",20
612,1228220,1228218,"{'4': 0, '2': 0}",21
613,1228220,1228218,"{'4': 0, '2': 0}",22
614,1228220,1228218,"{'4': 0, '2': 0}",23
615,1228220,1228218,"{'4': 0, '2': 0}",24
616,1228220,1228219,"{'4': 0, '2': 0}",1
617,1228220,1228219,"{'4': 0, '2': 0}",2
618,1228220,1228219,"{'4': 0, '2': 0}",3
619,1228220,1228219,"{'4': 0, '2': 0}",4
620,1228220,1228219,"{'4': 0, '2': 0}",5
621,1228220,1228219,"{'4': 0, '2': 0}",6
622,1228220,1228219,"{'4': 0, '2': 0}",7
623,1228220,1228219,"{'4': 0, '2': 0}",8
624,1228220,1228219,"{'4': 0, '2': 0}",9
625,1228220,1228219,"{'4': 0, '2': 0}",10
626,1228220,1228219,"{'4': 0, '2': 0}",11
627,1228220,1228219,"{'4': 0, '2': 0}",12
628,1228220,1228219,"{'4': 0, '2': 0}",13
629,1228220,1228219,"{'4': 0, '2': 0}",14
630,1228220,1228219,"{'4': 0, '2': 0}",15
631,1228220,1228219,"{'4': 0, '2': 0}",16
632,1228220,1228219,"{'4': 0, '2': 0}",17
633,1228220,1228219,"{'4': 0, '2': 0}",18
634,1228220,1228219,"{'4': 0, '2': 0}",19
635,1228220,1228219,"{'4': 0, '2': 0}",20
636,1228220,1228219,"{'4': 0, '2': 0}",21
637,1228220,1228219,"{'4': 0, '2': 0}",22
638,1228220,1228219,"{'4': 0, '2': 0}",23
639,1228220,1228219,"{'4': 0, '2': 0}",24
640,1228220,1228221,"{'4': 0, '2': 0}",1
641,1228220,1228221,"{'4': 0, '2': 0}",2
642,1228220,1228221,"{'4': 0, '2': 0}",3
643,1228220,1228221,"{'4': 0, '2': 0}",4
644,1228220,1228221,"{'4': 0, '2': 0}",5
645,1228220,1228221,"{'4': 0, '2': 0}",6
646,1228220,1228221,"{'4': 0, '2': 0}",7
647,1228220,1228221,"{'4': 0, '2': 0}",8
648,1228220,1228221,"{'4': 0, '2': 0}",9
649,1228220,1228221,"{'4': 0, '2': 0}",10
650,1228220,1228221,"{'4': 0, '2': 0}",11
651,1228220,1228221,"{'4': 0, '2': 0}",12
652,1228220,1228221,"{'4': 0, '2': 0}",13
653,1228220,1228221,"{'4': 0, '2': 0}",14
654,1228220,1228221,"{'4': 0, '2': 0}",15
655,1228220,1228221,"{'4': 0, '2': 0}",16
656,1228220,1228221,"{'4': 0, '2': 0}",17
657,1228220,1228221,"{'4': 0, '2': 0}",18
658,1228220,1228221,"{'4': 0, '2': 0}",19
659,1228220,1228221,"{'4': 0, '2': 0}",20
660,1228220,1228221,"{'4': 0, '2': 0}",21
661,1228220,1228221,"{'4': 0, '2': 0}",22
662,1228220,1228221,"{'4': 0, '2': 0}",23
663,1228220,1228221,"{'4': 0, '2': 0}",24
